transaction_id,product_id,rating
1,1,9.1
2,2,9.6
3,3,7.4
4,4,8.4
5,5,5.3
6,6,4.1
7,7,5.8
8,8,8
9,9,7.2
10,10,5.9
11,11,4.5
12,12,6.8
13,13,7.1
14,14,8.2
15,15,5.7
16,16,4.5
17,17,4.6
18,18,6.9
19,19,8.6
20,20,4.4
21,21,4.8
22,22,5.1
23,23,4.4
24,24,9.9
25,25,6
26,26,8.5
27,27,6.7
28,28,7.7
29,29,9.6
30,30,7.4
31,31,4.8
32,32,4.5
33,33,5.1
34,34,5.1
35,35,7.5
36,36,6.8
37,37,7
38,38,4.7
39,39,7.6
40,40,7.7
41,41,7.9
42,42,6.3
43,43,5.6
44,44,7.6
45,45,7.2
46,46,9.5
47,47,8.4
48,48,4.1
49,49,8.1
50,50,7.9
51,51,9.5
52,52,8.5
53,53,6.5
54,54,6.1
55,55,6.5
56,56,8.2
57,57,5.8
58,58,6.6
59,59,5.4
60,60,9.3
61,61,10
62,62,7
63,63,10
64,64,8.6
65,65,7.6
66,66,5.8
67,67,6.7
68,68,9.9
69,69,6.4
70,70,4.3
71,71,9.6
72,72,5.9
73,73,4
74,74,8.7
75,75,9.4
76,76,5.4
77,77,8.6
78,78,5.7
79,79,6.6
80,80,6
81,81,5.5
82,82,6.4
83,83,6.6
84,84,8.3
85,85,6.6
86,86,4
87,87,9.9
88,88,7.3
89,89,5.7
90,90,6.1
91,91,7.1
92,92,8.2
93,93,5.1
94,94,8.6
95,95,6.6
96,96,7.2
97,97,5.1
98,98,4.1
99,99,9.3
100,100,7.4
101,101,4.1
102,102,7.2
103,103,4.9
104,104,9.9
105,105,8
106,106,7.3
107,107,7.9
108,108,7.4
109,109,4.2
110,110,9.2
111,111,4.6
112,112,7.8
113,113,8.4
114,114,4.3
115,115,9.5
116,116,7.1
117,117,5.3
118,118,5.2
119,119,6
120,120,4.1
121,121,5.2
122,122,6.5
123,123,4.2
124,124,4.6
125,125,7.3
126,126,4.5
127,127,9
128,128,5.9
129,129,8.5
130,130,7.2
131,131,7.5
132,132,8.3
133,133,7.4
134,134,8.8
135,135,5.3
136,136,6.2
137,137,8.8
138,138,9.8
139,139,8.2
140,140,9.2
141,141,5.4
142,142,8.1
143,143,9.1
144,144,8.4
145,145,8
146,146,9.5
147,147,9.2
148,148,5.6
149,149,6.2
150,150,4.9
151,151,4.8
152,152,7.3
153,153,7.4
154,154,9.9
155,155,9.3
156,156,9
157,157,6.1
158,158,9.7
159,159,6
160,160,10
161,161,8.3
162,162,6
163,163,7
164,164,6.5
165,165,5.9
166,166,5.6
167,167,4.8
168,168,8.7
169,169,6.5
170,170,8.5
171,171,5.5
172,172,9.4
173,173,6.3
174,174,9.8
175,175,8.7
176,176,8.8
177,177,9.6
178,178,4.8
179,179,4.4
180,180,9.9
181,181,5.7
182,182,7.7
183,183,8
184,184,5.7
185,185,6.7
186,186,8
187,187,7.5
188,188,7
189,189,9.9
190,190,5.9
191,191,7.2
192,192,4.6
193,193,9.2
194,194,5.7
195,195,9.9
196,196,5
197,197,4.9
198,198,6.1
199,199,8.2
200,200,5.5
201,201,6.8
202,202,6.6
203,203,9.8
204,204,8.7
205,205,5.4
206,206,7.9
207,207,9.7
208,208,7.8
209,209,5.1
210,210,6.5
211,211,5.9
212,212,8.8
213,213,4.9
214,214,4.4
215,215,6.5
216,216,8.3
217,217,8.5
218,218,5.5
219,219,8.7
220,220,7.9
221,221,6.1
222,222,5.4
223,223,9.4
224,224,8.2
225,225,6.2
226,226,9.7
227,227,4
228,228,9.7
229,229,5.3
230,230,7.4
231,231,6.5
232,232,8.7
233,233,8
234,234,6.7
235,235,6.5
236,236,4.1
237,237,4.9
238,238,8.6
239,239,4.3
240,240,4.9
241,241,5.6
242,242,5.8
243,243,6
244,244,4.2
245,245,8.3
246,246,5.7
247,247,4.8
248,248,6.8
249,249,8.8
250,250,4.2
251,251,6.4
252,252,8.4
253,253,7.2
254,254,5.2
255,255,8.9
256,256,9
257,257,9.7
258,258,8.7
259,259,6.5
260,260,6.9
261,261,6.2
262,262,5.6
263,263,5.7
264,264,4.2
265,265,7.9
266,266,8.7
267,267,6.9
268,268,9.5
269,269,4.4
270,270,7
271,271,6.3
272,272,9.7
273,273,8.8
274,274,5.1
275,275,7.9
276,276,6.2
277,277,7.1
278,278,6.4
279,279,5.7
280,280,9.6
281,281,6.4
282,282,7.9
283,283,6.5
284,284,8.5
285,285,9.1
286,286,7.6
287,287,6.9
288,288,9.5
289,289,5.2
290,290,4.2
291,291,7
292,292,6
293,293,4.7
294,294,7.1
295,295,5.9
296,296,7.5
297,297,6.4
298,298,5.8
299,299,4.5
300,300,7.7
301,301,6.7
302,302,4.7
303,303,4.4
304,304,4.7
305,305,8.6
306,306,4.3
307,307,9.6
308,308,4.1
309,309,4.7
310,310,7.8
311,311,5.5
312,312,9.7
313,313,4.4
314,314,5
315,315,4.4
316,316,5.2
317,317,7.3
318,318,4.9
319,319,8.1
320,320,8.4
321,321,5.5
322,322,8.4
323,323,9.8
324,324,6.7
325,325,9.4
326,326,6.4
327,327,5.4
328,328,8.6
329,329,4
330,330,7.6
331,331,6.8
332,332,9.1
333,333,5.5
334,334,7.9
335,335,8.5
336,336,9.1
337,337,7.5
338,338,5.2
339,339,9.5
340,340,8.9
341,341,7.8
342,342,8.9
343,343,7.7
344,344,9.3
345,345,6.2
346,346,7.6
347,347,7.3
348,348,4.7
349,349,5.1
350,350,4.8
351,351,6.6
352,352,5.5
353,353,8.5
354,354,4.8
355,355,8.4
356,356,7.8
357,357,9.3
358,358,5.2
359,359,6.5
360,360,5.6
361,361,7.4
362,362,9.1
363,363,8
364,364,7.2
365,365,7.1
366,366,9.1
367,367,5.6
368,368,6
369,369,5.4
370,370,7.8
371,371,9.9
372,372,4.9
373,373,5.2
374,374,8.9
375,375,9.1
376,376,7
377,377,9.6
378,378,8.7
379,379,9.4
380,380,4
381,381,7.5
382,382,4.2
383,383,9.9
384,384,4.2
385,385,9.9
386,386,5.8
387,387,6
388,388,10
389,389,9.5
390,390,6.6
391,391,8.1
392,392,9.7
393,393,7.2
394,394,6.2
395,395,7.3
396,396,4.3
397,397,4.6
398,398,5.8
399,399,8.3
400,400,8
401,401,9.4
402,402,6.2
403,403,9.8
404,404,9.6
405,405,4.9
406,406,8
407,407,7.8
408,408,4.1
409,409,5.5
410,410,5.4
411,411,5.1
412,412,6.9
413,413,7.8
414,414,6.6
415,415,9.2
416,416,7.8
417,417,8.7
418,418,9.2
419,419,8.3
420,420,8.2
421,421,7.5
422,422,9.8
423,423,8.7
424,424,6.7
425,425,5
426,426,7
427,427,8.9
428,428,8
429,429,6.9
430,430,7.3
431,431,6.9
432,432,5.7
433,433,6.4
434,434,9.6
435,435,6.8
436,436,9
437,437,9.6
438,438,7.7
439,439,7
440,440,6.5
441,441,8.1
442,442,4.3
443,443,6.5
444,444,9.5
445,445,9.7
446,446,9.5
447,447,8.9
448,448,6.5
449,449,5.3
450,450,9.6
451,451,6.7
452,452,7.6
453,453,4.8
454,454,5.5
455,455,4.7
456,456,6.9
457,457,4.5
458,458,6.2
459,459,7.6
460,460,7.9
461,461,4.5
462,462,8.7
463,463,6.1
464,464,6.4
465,465,9.1
466,466,7.1
467,467,7.7
468,468,4.5
469,469,7.2
470,470,8.4
471,471,5.4
472,472,9.7
473,473,5.5
474,474,4.6
475,475,6.6
476,476,6.3
477,477,4.2
478,478,4.4
479,479,6.7
480,480,6.7
481,481,8.4
482,482,6.2
483,483,5
484,484,6
485,485,7
486,486,6.6
487,487,7.3
488,488,8.3
489,489,4.3
490,490,9.8
491,491,8.2
492,492,7.2
493,493,8.7
494,494,8.4
495,495,7.1
496,496,5.5
497,497,8.5
498,498,6.2
499,499,8.9
500,500,9.6
501,501,5.4
502,502,9.1
503,503,9
504,504,6.3
505,505,9.5
506,506,9.8
507,507,6.7
508,508,7.7
509,509,7
510,510,5.1
511,511,6.2
512,512,6.1
513,513,9.3
514,514,7.6
515,515,8.2
516,516,8.5
517,517,9.8
518,518,8.7
519,519,9.7
520,520,4.3
521,521,7.7
522,522,7.3
523,523,5.9
524,524,5
525,525,8
526,526,7.1
527,527,9
528,528,6.7
529,529,6.1
530,530,9.3
531,531,7
532,532,7.2
533,533,8.2
534,534,8.4
535,535,6.2
536,536,7.4
537,537,5
538,538,6.9
539,539,4.9
540,540,5.1
541,541,9.1
542,542,7.1
543,543,5
544,544,5.5
545,545,9.2
546,546,4.9
547,547,8.9
548,548,6
549,549,4.2
550,550,7.3
551,551,6.5
552,552,8.9
553,553,9.7
554,554,8.6
555,555,6.9
556,556,7.7
557,557,9.5
558,558,4.5
559,559,5.6
560,560,8.2
561,561,7.3
562,562,4.4
563,563,5.7
564,564,5
565,565,9
566,566,6.3
567,567,9.4
568,568,7.7
569,569,5.5
570,570,4.1
571,571,7.6
572,572,8.6
573,573,8.3
574,574,8.1
575,575,8.6
576,576,6.3
577,577,5.8
578,578,6.2
579,579,7.7
580,580,8.1
581,581,7.3
582,582,8.4
583,583,8
584,584,9.5
585,585,7
586,586,9.8
587,587,9.2
588,588,7.7
589,589,5.3
590,590,4.4
591,591,4.3
592,592,9.4
593,593,9.8
594,594,4.8
595,595,5.3
596,596,8.7
597,597,9.5
598,598,5.3
599,599,9.2
600,600,9.6
601,601,6.4
602,602,4.5
603,603,6.9
604,604,7.8
605,605,4.5
606,606,8.6
607,607,5.2
608,608,6.4
609,609,5.2
610,610,8.9
611,611,6.2
612,612,6.7
613,613,7.2
614,614,9
615,615,4.2
616,616,4.2
617,617,6.9
618,618,4.4
619,619,4
620,620,8.5
621,621,9.2
622,622,9.8
623,623,4.9
624,624,4.4
625,625,6.8
626,626,9.1
627,627,8.7
628,628,5
629,629,7.5
630,630,8.2
631,631,6.7
632,632,5.4
633,633,7
634,634,4.7
635,635,5
636,636,5
637,637,6
638,638,6.3
639,639,8.5
640,640,7.5
641,641,6.4
642,642,4.7
643,643,6
644,644,4
645,645,5.5
646,646,8.7
647,647,7.4
648,648,5.6
649,649,6.3
650,650,7.1
651,651,7.8
652,652,9.9
653,653,7.3
654,654,5.1
655,655,9.4
656,656,5.8
657,657,8
658,658,7.9
659,659,5.9
660,660,4.9
661,661,9.3
662,662,7.9
663,663,5.9
664,664,9.9
665,665,7.7
666,666,7.6
667,667,7.7
668,668,6.4
669,669,4.4
670,670,4.1
671,671,4.4
672,672,5.5
673,673,4
674,674,9.3
675,675,4.8
676,676,4.6
677,677,7.3
678,678,6
679,679,8.1
680,680,9.4
681,681,6.5
682,682,7
683,683,7.1
684,684,6.6
685,685,4.9
686,686,6.4
687,687,8
688,688,4.3
689,689,6.1
690,690,7.5
691,691,6.7
692,692,5.2
693,693,8.8
694,694,9.5
695,695,7.6
696,696,6.6
697,697,6.9
698,698,4.3
699,699,7.8
700,700,8
701,701,9.6
702,702,4.3
703,703,5
704,704,9.2
705,705,6.3
706,706,8.9
707,707,7.6
708,708,4.8
709,709,9.1
710,710,6.1
711,711,9.1
712,712,8.3
713,713,7.2
714,714,6
715,715,8.5
716,716,6.6
717,717,4.5
718,718,8.1
719,719,7.2
720,720,6.1
721,721,7.1
722,722,5.1
723,723,7.9
724,724,7.4
725,725,7.4
726,726,6.6
727,727,5.9
728,728,8.9
729,729,6.8
730,730,9.3
731,731,4.4
732,732,4.8
733,733,9.5
734,734,8.9
735,735,6.4
736,736,6
737,737,8.1
738,738,9
739,739,6
740,740,9.8
741,741,8.5
742,742,8.8
743,743,8.8
744,744,9.5
745,745,5.6
746,746,8.6
747,747,5.2
748,748,5.8
749,749,8
750,750,9
751,751,4.1
752,752,8.6
753,753,7
754,754,8.4
755,755,7.4
756,756,6.2
757,757,4.9
758,758,4.5
759,759,5.6
760,760,8
761,761,5.6
762,762,4.2
763,763,9.9
764,764,7.6
765,765,6.6
766,766,4.7
767,767,9.8
768,768,6.3
769,769,7.9
770,770,7.7
771,771,4.5
772,772,8
773,773,5.7
774,774,6.3
775,775,6
776,776,8
777,777,4.2
778,778,9.6
779,779,6.1
780,780,5.6
781,781,8.3
782,782,7.8
783,783,4.1
784,784,8.8
785,785,4.1
786,786,9
787,787,5.5
788,788,9.3
789,789,5.6
790,790,9.7
791,791,4
792,792,9.2
793,793,4.9
794,794,9.3
795,795,6.6
796,796,4.3
797,797,5.5
798,798,8.1
799,799,9.8
800,800,9.4
801,801,7.9
802,802,5.1
803,803,6.9
804,804,8
805,805,8
806,806,4.2
807,807,8.5
808,808,9
809,809,8.6
810,810,6
811,811,6.2
812,812,5
813,813,6.5
814,814,6
815,815,5
816,816,5
817,817,9.2
818,818,9.6
819,819,8.4
820,820,6
821,821,6.7
822,822,4.1
823,823,5.9
824,824,8.7
825,825,4.5
826,826,6.6
827,827,7.7
828,828,8.5
829,829,5.2
830,830,4.3
831,831,7.6
832,832,9.5
833,833,4.1
834,834,9.2
835,835,5.4
836,836,5.8
837,837,5.6
838,838,5.1
839,839,5.8
840,840,5
841,841,7.9
842,842,6
843,843,5
844,844,8.9
845,845,5.9
846,846,5.9
847,847,9.7
848,848,8.6
849,849,4
850,850,4.2
851,851,9.2
852,852,9.2
853,853,5
854,854,10
855,855,8.8
856,856,4.2
857,857,6.3
858,858,8.2
859,859,5.1
860,860,5
861,861,7
862,862,7.8
863,863,4.3
864,864,7
865,865,6.6
866,866,7.3
867,867,6.5
868,868,4.9
869,869,4.3
870,870,9.3
871,871,7.1
872,872,9.6
873,873,6.2
874,874,9.9
875,875,5.9
876,876,6.3
877,877,4
878,878,6.1
879,879,4.5
880,880,8.6
881,881,6
882,882,9.5
883,883,9.9
884,884,7.5
885,885,7.6
886,886,5
887,887,6.7
888,888,9.5
889,889,6.8
890,890,5.6
891,891,7.2
892,892,8.1
893,893,8.6
894,894,9.4
895,895,8.9
896,896,4.2
897,897,5
898,898,8.8
899,899,5.3
900,900,4.6
901,901,7.5
902,902,5.1
903,903,4.2
904,904,8.1
905,905,6
906,906,7.9
907,907,8.8
908,908,6.6
909,909,6.2
910,910,4.2
911,911,7.3
912,912,8.6
913,913,6.8
914,914,7.6
915,915,5.8
916,916,4.1
917,917,9.3
918,918,6.8
919,919,8.7
920,920,6.3
921,921,5.1
922,922,7
923,923,5.2
924,924,6.6
925,925,6.5
926,926,9
927,927,5.2
928,928,6.8
929,929,7.6
930,930,7.2
931,931,7.1
932,932,9.5
933,933,5.1
934,934,7.6
935,935,9.8
936,936,5.1
937,937,7.5
938,938,7.4
939,939,4.2
940,940,5.9
941,941,6.9
942,942,6.6
943,943,5.7
944,944,5.3
945,945,4.2
946,946,7.3
947,947,5.3
948,948,4.7
949,949,7.9
950,950,8.9
951,951,9.3
952,952,4.7
953,953,8.7
954,954,7.6
955,955,5.7
956,956,6.8
957,957,5.4
958,958,7.1
959,959,7.8
960,960,8.4
961,961,9.8
962,962,9.8
963,963,7.4
964,964,6.7
965,965,6.4
966,966,5.8
967,967,7.2
968,968,9.3
969,969,9.5
970,970,9
971,971,9
972,972,6.7
973,973,5.5
974,974,5.4
975,975,8.2
976,976,7
977,977,8.5
978,978,4.9
979,979,5.1
980,980,6.5
981,981,9.8
982,982,8.4
983,983,7.4
984,984,6.1
985,985,6
986,986,8.5
987,987,4.3
988,988,6.2
989,989,4.3
990,990,8.4
991,991,4.5
992,992,6
993,993,8.8
994,994,6.6
995,995,5.9
996,996,6.2
997,997,4.4
998,998,7.7
999,999,4.1
1000,1000,6.6
